identifier,title,description,issued,modified,landingPage,webService,spatial
"Oakland County, Michigan","[u'Oakland County', u'1990 Imagery', u'imagery', u'1990']",http://accessoakland.oakgov.com/datasets/53cc1ea407574bbea3707152ace7ba8d,OC Ortho BW1990 Basemap,There is no description available.,2013-09-20T15:55:22.000Z,2018-12-17T17:58:18.732Z,http://accessoakland.oakgov.com/datasets/53cc1ea407574bbea3707152ace7ba8d,https://www.arcgis.com/home/webmap/viewer.html?webmap=53cc1ea407574bbea3707152ace7ba8d,"-83.6947,42.5588,-83.153,42.846",06b-125,Michigan State,Counties Geospatial Data,"{u'name': u'Oakland County, Michigan'}","Oakland County, Michigan, United States|Michigan, United States"
"Oakland County, Michigan","[u'1963 imagery', u'Basemap service']",http://accessoakland.oakgov.com/datasets/0c4d28f3dd8848ab9a930db4cc033712,OC Ortho BW1963 Basemap,There is no description available.,2014-02-04T19:13:22.000Z,2018-12-17T17:58:20.526Z,http://accessoakland.oakgov.com/datasets/0c4d28f3dd8848ab9a930db4cc033712,https://www.arcgis.com/home/webmap/viewer.html?webmap=0c4d28f3dd8848ab9a930db4cc033712,"-83.8494,42.4152,-82.7463,42.9193",06b-125,Michigan State,Counties Geospatial Data,"{u'name': u'Oakland County, Michigan'}","Oakland County, Michigan, United States|Michigan, United States"
"Oakland County, Michigan","[u'2017', u'ortho', u'basemap']",http://accessoakland.oakgov.com/datasets/4866b355b2e7475db6f83cd01dd9845b,OC Ortho TC2017 Basemap,There is no description available.,2017-11-13T12:56:43.000Z,2017-11-13T13:44:24.000Z,http://accessoakland.oakgov.com/datasets/4866b355b2e7475db6f83cd01dd9845b,https://www.arcgis.com/home/webmap/viewer.html?webmap=4866b355b2e7475db6f83cd01dd9845b,"-84.0223,42.4026,-82.6971,42.9136",06b-125,Michigan State,Counties Geospatial Data,"{u'name': u'Oakland County, Michigan'}","Oakland County, Michigan, United States|Michigan, United States"
"Oakland County, Michigan","[u'Ortho', u'2015', u'basemap']",http://accessoakland.oakgov.com/datasets/d13be2dd1bb74a3f92f2d0be57656c04,OC Ortho TC2015 Basemap,There is no description available.,2017-11-13T12:53:27.000Z,2017-11-13T13:45:25.000Z,http://accessoakland.oakgov.com/datasets/d13be2dd1bb74a3f92f2d0be57656c04,https://www.arcgis.com/home/webmap/viewer.html?webmap=d13be2dd1bb74a3f92f2d0be57656c04,"-84.0223,42.4026,-82.6971,42.9136",06b-125,Michigan State,Counties Geospatial Data,"{u'name': u'Oakland County, Michigan'}","Oakland County, Michigan, United States|Michigan, United States"
"Oakland County, Michigan","[u'2002 Imagery', u'Basemap service']",http://accessoakland.oakgov.com/datasets/68a1cf1b4657425dbba5becd9deeca58,OC Ortho BW2002 Basemap,There is no description available.,2014-02-04T19:19:26.000Z,2014-10-09T15:04:38.000Z,http://accessoakland.oakgov.com/datasets/68a1cf1b4657425dbba5becd9deeca58,https://www.arcgis.com/home/webmap/viewer.html?webmap=68a1cf1b4657425dbba5becd9deeca58,"-84.0585,42.3009,-82.7319,43.0109",06b-125,Michigan State,Counties Geospatial Data,"{u'name': u'Oakland County, Michigan'}","Oakland County, Michigan, United States|Michigan, United States"
"Oakland County, Michigan","[u'2008 True Color Imagery', u'Basemap service']",http://accessoakland.oakgov.com/datasets/3e7065a0ff44455183a2f284cf802f16,OC Ortho TC2008 Basemap,There is no description available.,2014-02-04T19:40:01.000Z,2018-12-17T17:58:18.987Z,http://accessoakland.oakgov.com/datasets/3e7065a0ff44455183a2f284cf802f16,https://www.arcgis.com/home/webmap/viewer.html?webmap=3e7065a0ff44455183a2f284cf802f16,"-83.9463,42.4048,-82.8441,42.908",06b-125,Michigan State,Counties Geospatial Data,"{u'name': u'Oakland County, Michigan'}","Oakland County, Michigan, United States|Michigan, United States"
"Oakland County, Michigan","[u'Oakland Coun', u'1980 imagery']",http://accessoakland.oakgov.com/datasets/8d54ae64c4a44354b930e5702835cee3,OC Ortho BW1980 Basemap,There is no description available.,2014-03-06T21:31:12.000Z,2014-10-16T19:02:15.000Z,http://accessoakland.oakgov.com/datasets/8d54ae64c4a44354b930e5702835cee3,https://www.arcgis.com/home/webmap/viewer.html?webmap=8d54ae64c4a44354b930e5702835cee3,"-83.6256,42.5188,-82.9623,42.8736",06b-125,Michigan State,Counties Geospatial Data,"{u'name': u'Oakland County, Michigan'}","Oakland County, Michigan, United States|Michigan, United States"
"Oakland County, Michigan","[u'2005 true color imagery', u'Basemap service']",http://accessoakland.oakgov.com/datasets/1ca5db204ed442309a6b57a466c3dc63,OC Ortho TC2005 Basemap,There is no description available.,2014-02-04T19:39:10.000Z,2018-12-17T17:58:20.104Z,http://accessoakland.oakgov.com/datasets/1ca5db204ed442309a6b57a466c3dc63,https://www.arcgis.com/home/webmap/viewer.html?webmap=1ca5db204ed442309a6b57a466c3dc63,"-83.9463,42.4048,-82.8441,42.908",06b-125,Michigan State,Counties Geospatial Data,"{u'name': u'Oakland County, Michigan'}","Oakland County, Michigan, United States|Michigan, United States"
"Oakland County, Michigan","[u'imagery', u'1940 imagery', u'basemap', u'historic imagery']",http://accessoakland.oakgov.com/datasets/44fdb91205124d33976583d19c017fb5,OC Ortho BW1940 Basemap,There is no description available.,2013-08-23T13:43:17.000Z,2018-12-17T17:56:34.000Z,http://accessoakland.oakgov.com/datasets/44fdb91205124d33976583d19c017fb5,https://www.arcgis.com/home/webmap/viewer.html?webmap=44fdb91205124d33976583d19c017fb5,"-84.0168,42.2892,-82.6902,42.9993",06b-125,Michigan State,Counties Geospatial Data,"{u'name': u'Oakland County, Michigan'}","Oakland County, Michigan, United States|Michigan, United States"
"Oakland County, Michigan","[u'2006 imagery', u'Basemap service']",http://accessoakland.oakgov.com/datasets/42ba9a0dc5c2411f931fec8fe87f1097,OC Ortho BW2006 Basemap,There is no description available.,2014-02-04T19:20:27.000Z,2014-10-09T15:04:55.000Z,http://accessoakland.oakgov.com/datasets/42ba9a0dc5c2411f931fec8fe87f1097,https://www.arcgis.com/home/webmap/viewer.html?webmap=42ba9a0dc5c2411f931fec8fe87f1097,"-83.9463,42.4048,-82.8441,42.908",06b-125,Michigan State,Counties Geospatial Data,"{u'name': u'Oakland County, Michigan'}","Oakland County, Michigan, United States|Michigan, United States"
